recoveredCode;date;recoveredQuantity;recoveredTotalQuantity;nameCountry;nameDataset
Recovered-001438;2020-05-04;10;223;Mali;recovered_cases_africa_ncov_2020-06-16
Recovered-001439;2020-05-04;8;37;Sierra Leona;recovered_cases_africa_ncov_2020-06-16
Recovered-001440;2020-05-04;7;74;Togo;recovered_cases_africa_ncov_2020-06-16
Recovered-001441;2020-05-04;127;1565;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-001442;2020-05-04;43;415;Senegal;recovered_cases_africa_ncov_2020-06-16
Recovered-001443;2020-05-04;8;50;Benín;recovered_cases_africa_ncov_2020-06-16
Recovered-001444;2020-05-03;5;545;Burkina Faso;recovered_cases_africa_ncov_2020-06-16
Recovered-001445;2020-05-03;13;450;Guinea;recovered_cases_africa_ncov_2020-06-16
Recovered-001446;2020-05-03;9;61;Sudán;recovered_cases_africa_ncov_2020-06-16
Recovered-001447;2020-05-03;15;33;Cabo Verde;recovered_cases_africa_ncov_2020-06-16
Recovered-001448;2020-05-03;5;328;Túnez;recovered_cases_africa_ncov_2020-06-16
Recovered-001449;2020-05-03;15;400;Nigeria;recovered_cases_africa_ncov_2020-06-16
Recovered-001450;2020-05-03;1;315;Mauricio;recovered_cases_africa_ncov_2020-06-16
Recovered-001451;2020-05-03;4;22;Libia;recovered_cases_africa_ncov_2020-06-16
Recovered-001452;2020-05-03;31;653;Costa de Marfil;recovered_cases_africa_ncov_2020-06-16
Recovered-001453;2020-05-03;11;518;Níger;recovered_cases_africa_ncov_2020-06-16
Recovered-001454;2020-05-03;5;80;República Democrática del Congo;recovered_cases_africa_ncov_2020-06-16
Recovered-001455;2020-05-03;40;1562;Egipto;recovered_cases_africa_ncov_2020-06-16
Recovered-001456;2020-05-03;4;124;Ruanda;recovered_cases_africa_ncov_2020-06-16
Recovered-001457;2020-05-03;15;165;Kenia;recovered_cases_africa_ncov_2020-06-16
Recovered-001458;2020-05-03;182;1438;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-001459;2020-05-03;64;1936;Argelia;recovered_cases_africa_ncov_2020-06-16
Recovered-001460;2020-05-03;10;44;Somalia;recovered_cases_africa_ncov_2020-06-16
Recovered-001461;2020-05-03;2;29;Sierra Leona;recovered_cases_africa_ncov_2020-06-16
Recovered-001462;2020-05-03;7;213;Mali;recovered_cases_africa_ncov_2020-06-16
Recovered-001463;2020-05-03;1;67;Togo;recovered_cases_africa_ncov_2020-06-16
Recovered-001464;2020-05-03;1;19;Mozambique;recovered_cases_africa_ncov_2020-06-16
Recovered-001465;2020-05-03;4;98;Madagascar;recovered_cases_africa_ncov_2020-06-16
Recovered-001466;2020-05-03;3;78;Zambia;recovered_cases_africa_ncov_2020-06-16
Recovered-001467;2020-05-03;4;372;Senegal;recovered_cases_africa_ncov_2020-06-16
Recovered-001468;2020-05-03;6;75;Etiopía;recovered_cases_africa_ncov_2020-06-16
Recovered-001469;2020-05-02;10;58;Liberia;recovered_cases_africa_ncov_2020-06-16
Recovered-001470;2020-05-02;5;540;Burkina Faso;recovered_cases_africa_ncov_2020-06-16
Recovered-001471;2020-05-02;32;437;Guinea;recovered_cases_africa_ncov_2020-06-16
Recovered-001472;2020-05-02;34;385;Nigeria;recovered_cases_africa_ncov_2020-06-16
Recovered-001473;2020-05-02;7;323;Túnez;recovered_cases_africa_ncov_2020-06-16
Recovered-001474;2020-05-02;7;85;Gabón;recovered_cases_africa_ncov_2020-06-16
Recovered-001475;2020-05-02;2;314;Mauricio;recovered_cases_africa_ncov_2020-06-16
Recovered-001476;2020-05-02;6;52;Sudán;recovered_cases_africa_ncov_2020-06-16
Recovered-001477;2020-05-02;18;535;Burkina Faso;recovered_cases_africa_ncov_2020-06-16
Recovered-001478;2020-05-02;29;507;Níger;recovered_cases_africa_ncov_2020-06-16
Recovered-001479;2020-05-02;25;622;Costa de Marfil;recovered_cases_africa_ncov_2020-06-16
Recovered-001480;2020-05-02;167;2549;Sudáfrica;recovered_cases_africa_ncov_2020-06-16
Recovered-001481;2020-05-02;11;120;Ruanda;recovered_cases_africa_ncov_2020-06-16
Recovered-001482;2020-05-02;4;11;Angola;recovered_cases_africa_ncov_2020-06-16
Recovered-001483;2020-05-02;6;39;Chad;recovered_cases_africa_ncov_2020-06-16
Recovered-001484;2020-05-02;51;1872;Argelia;recovered_cases_africa_ncov_2020-06-16
Recovered-001485;2020-05-02;21;1256;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-001486;2020-05-02;62;1522;Egipto;recovered_cases_africa_ncov_2020-06-16
Recovered-001487;2020-05-02;10;206;Mali;recovered_cases_africa_ncov_2020-06-16
Recovered-001488;2020-05-02;17;229;Ghana;recovered_cases_africa_ncov_2020-06-16
Recovered-001489;2020-05-02;3;34;Somalia;recovered_cases_africa_ncov_2020-06-16
Recovered-001490;2020-05-02;6;27;Sierra Leona;recovered_cases_africa_ncov_2020-06-16
Recovered-001491;2020-05-02;14;686;Yibuti;recovered_cases_africa_ncov_2020-06-16
Recovered-001492;2020-05-02;8;18;Mozambique;recovered_cases_africa_ncov_2020-06-16
Recovered-001493;2020-05-02;12;368;Senegal;recovered_cases_africa_ncov_2020-06-16
Recovered-001494;2020-05-02;3;7;Burundi;recovered_cases_africa_ncov_2020-06-16
Recovered-001495;2020-05-02;1;75;Zambia;recovered_cases_africa_ncov_2020-06-16
Recovered-001496;2020-05-02;180;1235;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-001497;2020-05-02;3;69;Etiopía;recovered_cases_africa_ncov_2020-06-16
Recovered-001498;2020-05-01;19;953;Camerún;recovered_cases_africa_ncov_2020-06-16
Recovered-001499;2020-05-01;3;48;Liberia;recovered_cases_africa_ncov_2020-06-16
Recovered-001500;2020-05-01;63;405;Guinea;recovered_cases_africa_ncov_2020-06-16
Recovered-001501;2020-05-01;42;1821;Argelia;recovered_cases_africa_ncov_2020-06-16
Recovered-001502;2020-05-01;1;9;Gambia;recovered_cases_africa_ncov_2020-06-16
Recovered-001503;2020-05-01;7;46;Sudán;recovered_cases_africa_ncov_2020-06-16
Recovered-001504;2020-05-01;32;351;Nigeria;recovered_cases_africa_ncov_2020-06-16
Recovered-001505;2020-05-01;23;597;Costa de Marfil;recovered_cases_africa_ncov_2020-06-16
Recovered-001506;2020-05-01;11;78;Gabón;recovered_cases_africa_ncov_2020-06-16
Recovered-001507;2020-05-01;11;316;Túnez;recovered_cases_africa_ncov_2020-06-16
Recovered-001508;2020-05-01;2;75;República Democrática del Congo;recovered_cases_africa_ncov_2020-06-16
Recovered-001509;2020-05-01;14;18;Cabo Verde;recovered_cases_africa_ncov_2020-06-16
Recovered-001510;2020-05-01;2;312;Mauricio;recovered_cases_africa_ncov_2020-06-16
Recovered-001511;2020-05-01;309;2382;Sudáfrica;recovered_cases_africa_ncov_2020-06-16
Recovered-001512;2020-05-01;26;478;Níger;recovered_cases_africa_ncov_2020-06-16
Recovered-001513;2020-05-01;9;42;Benín;recovered_cases_africa_ncov_2020-06-16
Recovered-001514;2020-05-01;6;25;República del Congo;recovered_cases_africa_ncov_2020-06-16
Recovered-001515;2020-05-01;5;109;Ruanda;recovered_cases_africa_ncov_2020-06-16
Recovered-001516;2020-05-01;79;1460;Egipto;recovered_cases_africa_ncov_2020-06-16
Recovered-001517;2020-05-01;61;196;Mali;recovered_cases_africa_ncov_2020-06-16
Recovered-001518;2020-05-01;1;66;Togo;recovered_cases_africa_ncov_2020-06-16
Recovered-001519;2020-05-01;30;672;Yibuti;recovered_cases_africa_ncov_2020-06-16
Recovered-001520;2020-05-01;6;150;Kenia;recovered_cases_africa_ncov_2020-06-16
Recovered-001521;2020-05-01;3;8;Botsuana;recovered_cases_africa_ncov_2020-06-16
Recovered-001522;2020-05-01;4;94;Madagascar;recovered_cases_africa_ncov_2020-06-16
Recovered-001523;2020-05-01;71;1055;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-001524;2020-05-01;19;74;Zambia;recovered_cases_africa_ncov_2020-06-16
Recovered-001525;2020-05-01;2;9;Malaui;recovered_cases_africa_ncov_2020-06-16
Recovered-001526;2020-05-01;22;356;Senegal;recovered_cases_africa_ncov_2020-06-16
Recovered-001527;2020-05-01;7;66;Etiopía;recovered_cases_africa_ncov_2020-06-16
Recovered-001528;2020-04-30;11;517;Burkina Faso;recovered_cases_africa_ncov_2020-06-16
Recovered-001529;2020-04-30;13;342;Guinea;recovered_cases_africa_ncov_2020-06-16
Recovered-001530;2020-04-30;9;21;Sierra Leona;recovered_cases_africa_ncov_2020-06-16
Recovered-001531;2020-04-30;12;319;Nigeria;recovered_cases_africa_ncov_2020-06-16
Recovered-001532;2020-04-30;8;73;República Democrática del Congo;recovered_cases_africa_ncov_2020-06-16
Recovered-001533;2020-04-30;11;305;Túnez;recovered_cases_africa_ncov_2020-06-16
Recovered-001534;2020-04-30;2;4;Cabo Verde;recovered_cases_africa_ncov_2020-06-16
Recovered-001535;2020-04-30;14;33;Chad;recovered_cases_africa_ncov_2020-06-16
Recovered-001536;2020-04-30;7;310;Mauricio;recovered_cases_africa_ncov_2020-06-16
Recovered-001537;2020-04-30;8;90;Madagascar;recovered_cases_africa_ncov_2020-06-16
Recovered-001538;2020-04-30;6;104;Ruanda;recovered_cases_africa_ncov_2020-06-16
Recovered-001539;2020-04-30;1;65;Togo;recovered_cases_africa_ncov_2020-06-16
Recovered-001540;2020-04-30;7;39;Sudán;recovered_cases_africa_ncov_2020-06-16
Recovered-001541;2020-04-30;17;452;Níger;recovered_cases_africa_ncov_2020-06-16
Recovered-001542;2020-04-30;17;574;Costa de Marfil;recovered_cases_africa_ncov_2020-06-16
Recovered-001543;2020-04-30;7;26;Eritrea;recovered_cases_africa_ncov_2020-06-16
Recovered-001544;2020-04-30;15;984;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-001545;2020-04-30;43;642;Yibuti;recovered_cases_africa_ncov_2020-06-16
Recovered-001546;2020-04-30;1;10;Mozambique;recovered_cases_africa_ncov_2020-06-16
Recovered-001547;2020-04-30;6;135;Mali;recovered_cases_africa_ncov_2020-06-16
Recovered-001548;2020-04-30;46;1381;Egipto;recovered_cases_africa_ncov_2020-06-16
Recovered-001549;2020-04-30;77;1779;Argelia;recovered_cases_africa_ncov_2020-06-16
Recovered-001550;2020-04-30;1;59;Etiopía;recovered_cases_africa_ncov_2020-06-16
Recovered-001551;2020-04-30;1;55;Zambia;recovered_cases_africa_ncov_2020-06-16
Recovered-001552;2020-04-30;11;31;Somalia;recovered_cases_africa_ncov_2020-06-16
Recovered-001553;2020-04-30;2;12;Suazilandia;recovered_cases_africa_ncov_2020-06-16
Recovered-001554;2020-04-30;15;144;Kenia;recovered_cases_africa_ncov_2020-06-16
Recovered-001555;2020-04-30;24;212;Ghana;recovered_cases_africa_ncov_2020-06-16
Recovered-001556;2020-04-30;41;969;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-001557;2020-04-30;21;334;Senegal;recovered_cases_africa_ncov_2020-06-16
Recovered-001558;2020-04-29;8;506;Burkina Faso;recovered_cases_africa_ncov_2020-06-16
Recovered-001559;2020-04-29;16;329;Guinea;recovered_cases_africa_ncov_2020-06-16
Recovered-001560;2020-04-29;6;65;República Democrática del Congo;recovered_cases_africa_ncov_2020-06-16
Recovered-001561;2020-04-29;78;294;Túnez;recovered_cases_africa_ncov_2020-06-16
Recovered-001562;2020-04-29;52;307;Nigeria;recovered_cases_africa_ncov_2020-06-16
Recovered-001563;2020-04-29;14;67;Gabón;recovered_cases_africa_ncov_2020-06-16
Recovered-001564;2020-04-29;1;19;Guinea-Bisáu;recovered_cases_africa_ncov_2020-06-16
Recovered-001565;2020-04-29;22;498;Burkina Faso;recovered_cases_africa_ncov_2020-06-16
Recovered-001566;2020-04-29;1;2073;Sudáfrica;recovered_cases_africa_ncov_2020-06-16
Recovered-001567;2020-04-29;19;934;Camerún;recovered_cases_africa_ncov_2020-06-16
Recovered-001568;2020-04-29;50;435;Níger;recovered_cases_africa_ncov_2020-06-16
Recovered-001569;2020-04-29;32;557;Costa de Marfil;recovered_cases_africa_ncov_2020-06-16
Recovered-001570;2020-04-29;7;82;Madagascar;recovered_cases_africa_ncov_2020-06-16
Recovered-001571;2020-04-29;2;7;Malaui;recovered_cases_africa_ncov_2020-06-16
Recovered-001572;2020-04-29;3;98;Ruanda;recovered_cases_africa_ncov_2020-06-16
Recovered-001573;2020-04-29;119;167;Tanzania;recovered_cases_africa_ncov_2020-06-16
Recovered-001574;2020-04-29;38;928;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-001575;2020-04-29;1;32;Sudán;recovered_cases_africa_ncov_2020-06-16
Recovered-001576;2020-04-29;31;1335;Egipto;recovered_cases_africa_ncov_2020-06-16
Recovered-001577;2020-04-29;51;1702;Argelia;recovered_cases_africa_ncov_2020-06-16
Recovered-001578;2020-04-29;101;599;Yibuti;recovered_cases_africa_ncov_2020-06-16
Recovered-001579;2020-04-29;1;64;Togo;recovered_cases_africa_ncov_2020-06-16
Recovered-001580;2020-04-29;1;20;Somalia;recovered_cases_africa_ncov_2020-06-16
Recovered-001581;2020-04-29;7;129;Mali;recovered_cases_africa_ncov_2020-06-16
Recovered-001582;2020-04-29;5;129;Kenia;recovered_cases_africa_ncov_2020-06-16
Recovered-001583;2020-04-29;8;58;Etiopía;recovered_cases_africa_ncov_2020-06-16
Recovered-001584;2020-04-29;112;890;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-001585;2020-04-29;12;54;Zambia;recovered_cases_africa_ncov_2020-06-16
Recovered-001586;2020-04-29;17;313;Senegal;recovered_cases_africa_ncov_2020-06-16
Recovered-001587;2020-04-29;599;2072;Sudáfrica;recovered_cases_africa_ncov_2020-06-16
Recovered-001588;2020-04-29;5;5;Botsuana;recovered_cases_africa_ncov_2020-06-16
Recovered-001589;2020-04-28;44;313;Guinea;recovered_cases_africa_ncov_2020-06-16
Recovered-001590;2020-04-28;3;59;República Democrática del Congo;recovered_cases_africa_ncov_2020-06-16
Recovered-001591;2020-04-28;110;915;Camerún;recovered_cases_africa_ncov_2020-06-16
Recovered-001592;2020-04-28;26;525;Costa de Marfil;recovered_cases_africa_ncov_2020-06-16
Recovered-001593;2020-04-28;10;53;Gabón;recovered_cases_africa_ncov_2020-06-16
Recovered-001594;2020-04-28;1;63;Togo;recovered_cases_africa_ncov_2020-06-16
Recovered-001595;2020-04-28;1;7;Angola;recovered_cases_africa_ncov_2020-06-16
Recovered-001596;2020-04-28;15;18;Guinea-Bisáu;recovered_cases_africa_ncov_2020-06-16
Recovered-001597;2020-04-28;1;303;Mauricio;recovered_cases_africa_ncov_2020-06-16
Recovered-001598;2020-04-28;93;1651;Argelia;recovered_cases_africa_ncov_2020-06-16
Recovered-001599;2020-04-28;4;19;Chad;recovered_cases_africa_ncov_2020-06-16
Recovered-001600;2020-04-28;9;122;Mali;recovered_cases_africa_ncov_2020-06-16
Recovered-001601;2020-04-28;2;95;Ruanda;recovered_cases_africa_ncov_2020-06-16
Recovered-001602;2020-04-28;33;188;Ghana;recovered_cases_africa_ncov_2020-06-16
Recovered-001603;2020-04-28;6;19;Eritrea;recovered_cases_africa_ncov_2020-06-16
Recovered-001604;2020-04-28;39;778;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-001605;2020-04-28;68;1304;Egipto;recovered_cases_africa_ncov_2020-06-16
Recovered-001606;2020-04-28;10;31;Sudán;recovered_cases_africa_ncov_2020-06-16
Recovered-001607;2020-04-28;20;45;Liberia;recovered_cases_africa_ncov_2020-06-16
Recovered-001608;2020-04-28;5;19;Somalia;recovered_cases_africa_ncov_2020-06-16
Recovered-001609;2020-04-28;2;12;Sierra Leona;recovered_cases_africa_ncov_2020-06-16
Recovered-001610;2020-04-28;21;498;Yibuti;recovered_cases_africa_ncov_2020-06-16
Recovered-001611;2020-04-28;1;5;Malaui;recovered_cases_africa_ncov_2020-06-16
Recovered-001612;2020-04-28;10;124;Kenia;recovered_cases_africa_ncov_2020-06-16
Recovered-001613;2020-04-28;44;739;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-001614;2020-04-28;6;52;Uganda;recovered_cases_africa_ncov_2020-06-16
Recovered-001615;2020-04-28;12;296;Senegal;recovered_cases_africa_ncov_2020-06-16
Recovered-001616;2020-04-27;7;476;Burkina Faso;recovered_cases_africa_ncov_2020-06-16
Recovered-001617;2020-04-27;23;269;Guinea;recovered_cases_africa_ncov_2020-06-16
Recovered-001618;2020-04-27;19;805;Camerún;recovered_cases_africa_ncov_2020-06-16
Recovered-001619;2020-04-27;16;255;Nigeria;recovered_cases_africa_ncov_2020-06-16
Recovered-001620;2020-04-27;6;56;República Democrática del Congo;recovered_cases_africa_ncov_2020-06-16
Recovered-001621;2020-04-27;1;113;Mali;recovered_cases_africa_ncov_2020-06-16
Recovered-001622;2020-04-27;13;43;Gabón;recovered_cases_africa_ncov_2020-06-16
Recovered-001623;2020-04-27;31;499;Costa de Marfil;recovered_cases_africa_ncov_2020-06-16
Recovered-001624;2020-04-27;35;385;Níger;recovered_cases_africa_ncov_2020-06-16
Recovered-001625;2020-04-27;4;4;Santo Tomé y Príncipe;recovered_cases_africa_ncov_2020-06-16
Recovered-001626;2020-04-27;1;2;Cabo Verde;recovered_cases_africa_ncov_2020-06-16
Recovered-001627;2020-04-27;16;469;Burkina Faso;recovered_cases_africa_ncov_2020-06-16
Recovered-001628;2020-04-27;1;93;Ruanda;recovered_cases_africa_ncov_2020-06-16
Recovered-001629;2020-04-27;1;21;Sudán;recovered_cases_africa_ncov_2020-06-16
Recovered-001630;2020-04-27;3;302;Mauricio;recovered_cases_africa_ncov_2020-06-16
Recovered-001631;2020-04-27;50;1558;Argelia;recovered_cases_africa_ncov_2020-06-16
Recovered-001632;2020-04-27;13;75;Madagascar;recovered_cases_africa_ncov_2020-06-16
Recovered-001633;2020-04-27;30;695;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-001634;2020-04-27;1;9;Guinea Ecuatorial;recovered_cases_africa_ncov_2020-06-16
Recovered-001635;2020-04-27;60;1236;Egipto;recovered_cases_africa_ncov_2020-06-16
Recovered-001636;2020-04-27;4;14;Somalia;recovered_cases_africa_ncov_2020-06-16
Recovered-001637;2020-04-27;66;477;Yibuti;recovered_cases_africa_ncov_2020-06-16
Recovered-001638;2020-04-27;9;50;Etiopía;recovered_cases_africa_ncov_2020-06-16
Recovered-001639;2020-04-27;8;114;Kenia;recovered_cases_africa_ncov_2020-06-16
Recovered-001640;2020-04-27;1;284;Senegal;recovered_cases_africa_ncov_2020-06-16
Recovered-001641;2020-04-27;72;665;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-001642;2020-04-27;17;239;Nigeria;recovered_cases_africa_ncov_2020-06-16
Recovered-001643;2020-04-26;89;786;Camerún;recovered_cases_africa_ncov_2020-06-16
Recovered-001644;2020-04-26;21;246;Guinea;recovered_cases_africa_ncov_2020-06-16
Recovered-001645;2020-04-26;3;5;Zimbabue;recovered_cases_africa_ncov_2020-06-16
Recovered-001646;2020-04-26;9;216;Túnez;recovered_cases_africa_ncov_2020-06-16
Recovered-001647;2020-04-26;14;299;Mauricio;recovered_cases_africa_ncov_2020-06-16
Recovered-001648;2020-04-26;6;33;Benín;recovered_cases_africa_ncov_2020-06-16
Recovered-001649;2020-04-26;19;468;Costa de Marfil;recovered_cases_africa_ncov_2020-06-16
Recovered-001650;2020-04-26;25;350;Níger;recovered_cases_africa_ncov_2020-06-16
Recovered-001651;2020-04-26;29;1508;Argelia;recovered_cases_africa_ncov_2020-06-16
Recovered-001652;2020-04-26;4;92;Ruanda;recovered_cases_africa_ncov_2020-06-16
Recovered-001653;2020-04-26;21;112;Mali;recovered_cases_africa_ncov_2020-06-16
Recovered-001654;2020-04-26;36;593;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-001655;2020-04-26;62;1176;Egipto;recovered_cases_africa_ncov_2020-06-16
Recovered-001656;2020-04-26;1;20;Sudán;recovered_cases_africa_ncov_2020-06-16
Recovered-001657;2020-04-26;8;106;Kenia;recovered_cases_africa_ncov_2020-06-16
Recovered-001658;2020-04-26;38;411;Yibuti;recovered_cases_africa_ncov_2020-06-16
Recovered-001659;2020-04-26;21;155;Ghana;recovered_cases_africa_ncov_2020-06-16
Recovered-001660;2020-04-26;7;283;Senegal;recovered_cases_africa_ncov_2020-06-16
Recovered-001661;2020-04-26;20;557;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-001662;2020-04-26;1;8;Namibia;recovered_cases_africa_ncov_2020-06-16
Recovered-001663;2020-04-26;12;41;Etiopía;recovered_cases_africa_ncov_2020-06-16
Recovered-001664;2020-04-25;17;225;Guinea;recovered_cases_africa_ncov_2020-06-16
Recovered-001665;2020-04-25;11;453;Burkina Faso;recovered_cases_africa_ncov_2020-06-16
Recovered-001666;2020-04-25;14;222;Nigeria;recovered_cases_africa_ncov_2020-06-16
Recovered-001667;2020-04-25;1;50;República Democrática del Congo;recovered_cases_africa_ncov_2020-06-16
Recovered-001668;2020-04-25;13;207;Túnez;recovered_cases_africa_ncov_2020-06-16
Recovered-001669;2020-04-25;4;30;Gabón;recovered_cases_africa_ncov_2020-06-16
Recovered-001670;2020-04-25;3;62;Togo;recovered_cases_africa_ncov_2020-06-16
Recovered-001671;2020-04-25;30;449;Costa de Marfil;recovered_cases_africa_ncov_2020-06-16
Recovered-001672;2020-04-25;36;325;Níger;recovered_cases_africa_ncov_2020-06-16
Recovered-001673;2020-04-25;1;88;Ruanda;recovered_cases_africa_ncov_2020-06-16
Recovered-001674;2020-04-25;1;62;Madagascar;recovered_cases_africa_ncov_2020-06-16
Recovered-001675;2020-04-25;71;1479;Argelia;recovered_cases_africa_ncov_2020-06-16
Recovered-001676;2020-04-25;4;91;Mali;recovered_cases_africa_ncov_2020-06-16
Recovered-001677;2020-04-25;7;15;Chad;recovered_cases_africa_ncov_2020-06-16
